,word_id,token,NER_annotation_edg,nested_annotation_edg,NER_annotation_MF,nested_annotation_MF,notes_mf,notes_mf.1,NER_annotation,NER_nested_annotation,IAA_NER,IAA_NER_nested,Notes_IAA_edg,Unnamed: 13,Unnamed: 14,in_training
288,100330017,ὕδατος,,,,,,,,,match,match,,,,False
289,100330018,ἀπορίᾳ,,,,,,,,,match,match,,,,False
290,100330019,.,,,,,,,,,match,match,,,,False
291,nan,,,,,,,,,,match,match,,,,False
292,123877987,ἐπὶ,,,,,,,,,match,match,,,,False
293,123877988,δὲ,,,,,,,,,match,match,,,,False
294,123877989,τῆς,,,,,,,,,match,match,,,,False
295,123877990,Σελήνης,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
296,123877991,λέγουσί,,,,,,,,,match,match,,,,False
297,123877992,τινες,,,,,,,,,match,match,,,,False
298,123877993,ἐντὸς,,,,,,,,,match,match,,,,False
299,123877994,τρισκαίδεκα,,,,,,,,,match,match,,,,False
300,123877995,μοιρῶν,,,,,,,,,match,match,,,,False
301,123877996,,,,,,,,,,match,match,,,,False
302,123877997,τουτέστιν,,,,,,,,,match,match,,,,False
303,123877998,ἡμερινοῦ,,,,,,,,,match,match,,,,False
304,123877999,καὶ,,,,,,,,,match,match,,,,False
305,123878000,νυκτερινοῦ,,,,,,,,,match,match,,,,False
306,123878001,δρόμου,,,,,,,,,match,match,,,,False
307,123878002,,,,,,,,,,match,match,,,,False
308,123878003,τὴν,,,,,,,,,match,match,,,,False
309,123878004,συναφὴν,,,,,,,,,match,match,,,,False
310,123878005,παρατηρεῖν,,,,,,,,,match,match,,,,False
311,123878006,τίνι,,,,,,,,,match,match,,,,False
312,123878007,συνάπτει,,,,,,,,,match,match,,,,False
313,123878008,.,,,,,,,,,match,match,,,,False
314,nan,,,,,,,,,,match,match,,,,False
315,107991671,ὁ,,,,,,,,,match,match,,,,False
316,107991672,δεύτερος,,,,,,,,,match,match,,,,False
317,107991673,Ἡνεία,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
318,107991674,,,,,,,,,,match,match,,,,False
319,107991675,υἱοὶ,,,,,,,,,match,match,,,,False
320,107991676,αὐτοῦ,,,,,,,,,match,match,,,,False
321,107991677,καὶ,,,,,,,,,match,match,,,,False
322,107991678,ἀδελφοὶ,,,,,,,,,match,match,,,,False
323,107991679,αὐτοῦ,,,,,,,,,match,match,,,,False
324,107991680,δεκαδύο,,,,,,,,,match,match,,,,False
325,107991681,·,,,,,,,,,match,match,,,,False
326,nan,,,,,,,,,,match,match,,,,False
327,113672297,τὰς,,,,,,,,,match,match,,,,False
328,113672298,τριήρεις,,,,,,,,,match,match,,,,False
329,113672299,δὲ,,,,,,,,,match,match,,,,False
330,113672300,τὰς,,,,,,,,,match,match,,,,False
331,113672301,μὲν,,,,,,,,,match,match,,,,False
332,113672302,ἐπιπλεῖν,,,,,,,,,match,match,,,,False
333,113672303,κατὰ,,,,,,,,,match,match,,,,False
334,113672304,τοὺς,,,,,,,,,match,match,,,,False
335,113672305,λιμένας,,,,,,,,,match,match,,,,False
336,113672306,ἀμφοτέρους,,,,,,,,,match,match,,,,False
337,113672307,ἐκέλευσεν,,,,,,,,,match,match,,,,False
338,113672308,,,,,,,,,,match,match,,,,False
339,113672309,εἴ,,,,,,,,,match,match,,,,False
340,113672310,πως,,,,,,,,,match,match,,,,False
341,113672311,πρὸς,,,,,,,,,match,match,,,,False
342,113672312,σφᾶς,,,,,,,,,match,match,,,,False
343,113672313,τετραμμένων,,,,,,,,,match,match,,,,False
344,113672314,τῶν,,,,,,,,,match,match,,,,False
345,113672315,Τυρίων,B-GRP,,B-GRP,,,,B-GRP,,match,match,,,,False
346,113672316,βιάσαιντο,,,,,,,,,match,match,,,,False
347,113672317,τὸν,,,,,,,,,match,match,,,,False
348,113672318,ἔσπλουν,,,,,,,,,match,match,,,,False
349,113672319,·,,,,,,,,,match,match,,,,False
350,nan,,,,,,,,,,match,match,,,,False
351,105867597,ἐπεὶ,,,,,,,,,match,match,,,,False
352,105867598,γὰρ,,,,,,,,,match,match,,,,False
353,105867599,ἴση,,,,,,,,,match,match,,,,False
354,105867600,ἐστὶν,,,,,,,,,match,match,,,,False
355,105867601,ἡ,,,,,,,,,match,match,,,,False
356,105867602,ὑπὸ,,,,,,,,,match,match,,,,False
357,105867603,ΕΗΒ,O,,O,,,,O,,match,match,,,,False
358,105867604,τῇ,,,,,,,,,match,match,,,,False
359,105867605,ὑπὸ,,,,,,,,,match,match,,,,False
360,105867606,ΗΘΔ,O,,O,,,,O,,match,match,,,,False
361,105867607,,,,,,,,,,match,match,,,,False
362,105867608,ἀλλὰ,,,,,,,,,match,match,,,,False
363,105867609,ἡ,,,,,,,,,match,match,,,,False
364,105867610,ὑπὸ,,,,,,,,,match,match,,,,False
365,105867611,ΕΗΒ,O,,O,,,,O,,match,match,,,,False
366,105867612,τῇ,,,,,,,,,match,match,,,,False
367,105867613,ὑπὸ,,,,,,,,,match,match,,,,False
368,105867614,ΑΗΘ,O,,O,,,,O,,match,match,,,,False
369,105867615,ἐστιν,,,,,,,,,match,match,,,,False
370,105867616,ἴση,,,,,,,,,match,match,,,,False
371,105867617,,,,,,,,,,match,match,,,,False
372,105867618,καὶ,,,,,,,,,match,match,,,,False
373,105867619,ἡ,,,,,,,,,match,match,,,,False
374,105867620,ὑπὸ,,,,,,,,,match,match,,,,False
375,105867621,ΑΗΘ,O,,O,,,,O,,match,match,,,,False
376,105867622,ἄρα,,,,,,,,,match,match,,,,False
377,105867623,τῇ,,,,,,,,,match,match,,,,False
378,105867624,ὑπὸ,,,,,,,,,match,match,,,,False
379,105867625,ΗΘΔ,O,,O,,,,O,,match,match,,,,False
380,105867626,ἐστιν,,,,,,,,,match,match,,,,False
381,105867627,ἴση,,,,,,,,,match,match,,,,False
382,105867628,·,,,,,,,,,match,match,,,,False
383,nan,,,,,,,,,,match,match,,,,False
384,103011280,Ἴδαν,B-LOC,,B-LOC,,,,B-LOC,,match,match,,,,False
385,103011281,ἐς,,,,,,,,,match,match,,,,False
386,103011282,πολύδενδρον,,,,,,,,,match,match,,,,False
387,103011283,ἀνὴρ,,,,,,,,,match,match,,,,False
388,103011284,ὑλατόμος,,,,,,,,,match,match,,,,False
389,103011285,ἐλθὼν,,,,,,,,,match,match,,,,False
390,103011286,παπταίνει,,,,,,,,,match,match,,,,False
391,103011287,,,,,,,,,,match,match,,,,False
392,103011288,παρεόντος,,,,,,,,,match,match,,,,False
393,103011289,ἄδην,,,,,,,,,match,match,,,,False
394,103011290,,,,,,,,,,match,match,,,,False
395,103011291,πόθεν,,,,,,,,,match,match,,,,False
396,103011292,ἄρξεται,,,,,,,,,match,match,,,,False
397,103011293,ἔργου,,,,,,,,,match,match,,,,False
398,103011294,.,,,,,,,,,match,match,,,,False
399,nan,,,,,,,,,,match,match,,,,False
400,109253402,ὡς,,,,,,,,,match,match,,,,False
401,109253403,Θεόφιλος,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
402,109253404,ἐν,,,,,,,,,match,match,,,,False
403,109253405,τρίτῳ,,,,,,,,,match,match,,,,False
404,109253406,Ἰταλικῶν,O,,B-GRP,,,,B-GRP,,no_match,match,Technically this is a booktitle so I was hesitant in annotating it because it reminded me of the Dionisica etc..,,disagreement not mistake,False
405,109253407,.,,,,,,,,,match,match,,,,False
406,nan,,,,,,,,,,match,match,,,,False
407,nan,,,,,,,,,,match,match,,,,False
408,nan,,,,,,,,,,match,match,,,,False
409,121663029,πῶς,,,,,,,,,match,match,,,,False
410,121663030,γὰρ,,,,,,,,,match,match,,,,False
411,121663031,ἂν,,,,,,,,,match,match,,,,False
412,121663032,τοῦ,,,,,,,,,match,match,,,,False
413,121663033,ὕδατος,,,,,,,,,match,match,,,,False
414,121663034,τούτου,,,,,,,,,match,match,,,,False
415,121663035,μὴ,,,,,,,,,match,match,,,,False
416,121663036,μετειληφυῖα,,,,,,,,,match,match,,,,False
417,121663037,φιλανθρώπως,,,,,,,,,match,match,,,,False
418,121663038,Χριστὸν,B-PER,,B-PER,,,,B-PER,,match,match,,,,False
419,121663039,τοῖς,,,,,,,,,match,match,,,,False
420,121663040,πολίταις,,,,,,,,,match,match,,,,False
421,121663041,ἐκήρυσσεν,,,,,,,,,match,match,,,,False
422,121663042,,,,,,,,,,match,match,,,,False
423,121663043,θαυμάζουσα,,,,,,,,,match,match,,,,False
424,121663044,αὐτὸν,,,,,,,,,match,match,,,,False
425,121663045,ἀπαγγέλλοντα,,,,,,,,,match,match,,,,False
426,121663046,"""",,,,,,,,,match,match,,,,False
427,121663047,πάντα,,,,,,,,,match,match,,,,False
428,121663048,ἃ,,,,,,,,,match,match,,,,False
429,121663049,ἐποίησεν,,,,,,,,,match,match,,,,False
430,121663050,"""",,,,,,,,,match,match,,,,False
431,121663051,,,,,,,,,,match,match,,,,False
432,121663052,εἰ,,,,,,,,,match,match,,,,False
433,121663053,μὴ,,,,,,,,,match,match,,,,False
434,121663054,μετειλήφει,,,,,,,,,match,match,,,,False
435,121663055,,,,,,,,,,match,match,,,,False
436,121663056,δι’,,,,,,,,,match,match,,,,False
437,121663057,ὧν,,,,,,,,,match,match,,,,False
438,121663058,ἤκουεν,,,,,,,,,match,match,,,,False
439,121663059,,,,,,,,,,match,match,,,,False
440,121663060,τοῦ,,,,,,,,,match,match,,,,False
441,121663061,σωτηρίου,,,,,,,,,match,match,,,,False
442,121663062,ὕδατος,,,,,,,,,match,match,,,,False
443,121663063,;,,,,,,,,,match,match,,,,False
444,nan,,,,,,,,,,match,match,,,,False
445,108667776,αὐτοῦ,,,,,,,,,match,match,,,,False
446,108667777,δ’,,,,,,,,,match,match,,,,False
447,108667778,ὅμως,,,,,,,,,match,match,,,,False
448,108667779,πρὸ,,,,,,,,,match,match,,,,False
449,108667780,τῆς,,,,,,,,,match,match,,,,False
450,108667781,Πύδνης,B-LOC,,B-LOC,,,,B-LOC,,match,match,,,,False
451,108667782,ὑπομένοντα,,,,,,,,,match,match,,,,False
452,108667783,πειρᾶσθαι,,,,,,,,,match,match,,,,False
453,108667784,μάχης,,,,,,,,,match,match,,,,False
454,108667785,ἀναγκαῖον,,,,,,,,,match,match,,,,False
